timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1505698898943,1,HTTP Request,200,OK,Thread Group 1-1106,text,true,,20250,122,1,1,1,0,0
1505698898944,1,HTTP Request,200,OK,Thread Group 1-1107,text,true,,20250,122,1,1,1,0,0
1505698898945,1,HTTP Request,200,OK,Thread Group 1-1108,text,true,,20250,122,1,1,1,0,1
1505698898947,1,HTTP Request,200,OK,Thread Group 1-1109,text,true,,20250,122,2,2,1,0,1
1505698898947,1,HTTP Request,200,OK,Thread Group 1-1110,text,true,,20250,122,2,2,1,0,1
1505698898948,2,HTTP Request,200,OK,Thread Group 1-1111,text,true,,20250,122,2,2,1,0,1
1505698898950,0,HTTP Request,200,OK,Thread Group 1-1112,text,true,,20250,122,2,2,0,0,0
1505698898951,1,HTTP Request,200,OK,Thread Group 1-1113,text,true,,20250,122,1,1,1,0,0
1505698898952,1,HTTP Request,200,OK,Thread Group 1-1114,text,true,,20250,122,1,1,1,0,0
1505698898953,1,HTTP Request,200,OK,Thread Group 1-1115,text,true,,20250,122,2,2,1,0,0
1505698898953,1,HTTP Request,200,OK,Thread Group 1-1116,text,true,,20250,122,2,2,1,0,0
1505698898955,1,HTTP Request,200,OK,Thread Group 1-1117,text,true,,20250,122,2,2,1,0,0
1505698898955,1,HTTP Request,200,OK,Thread Group 1-1118,text,true,,20250,122,2,2,1,0,0
1505698898957,1,HTTP Request,200,OK,Thread Group 1-1119,text,true,,20250,122,2,2,1,0,1
1505698898965,1,HTTP Request,200,OK,Thread Group 1-1120,text,true,,20250,122,7,7,1,0,1
1505698898965,1,HTTP Request,200,OK,Thread Group 1-1124,text,true,,20250,122,7,7,1,0,1
1505698898965,1,HTTP Request,200,OK,Thread Group 1-1121,text,true,,20250,122,7,7,1,0,1
1505698898965,1,HTTP Request,200,OK,Thread Group 1-1125,text,true,,20250,122,7,7,1,0,1
1505698898965,1,HTTP Request,200,OK,Thread Group 1-1123,text,true,,20250,122,3,3,1,0,1
1505698898966,0,HTTP Request,200,OK,Thread Group 1-1126,text,true,,20250,122,3,3,0,0,0
1505698898967,0,HTTP Request,200,OK,Thread Group 1-1127,text,true,,20250,122,2,2,0,0,0
1505698898969,1,HTTP Request,200,OK,Thread Group 1-1129,text,true,,20250,122,3,3,1,0,0
1505698898968,2,HTTP Request,200,OK,Thread Group 1-1128,text,true,,20250,122,4,4,2,0,0
1505698898970,0,HTTP Request,200,OK,Thread Group 1-1122,text,true,,20250,122,2,2,0,0,0
1505698898970,1,HTTP Request,200,OK,Thread Group 1-1130,text,true,,20250,122,1,1,1,0,1
1505698898971,1,HTTP Request,200,OK,Thread Group 1-1131,text,true,,20250,122,1,1,1,0,1
1505698898972,1,HTTP Request,200,OK,Thread Group 1-1132,text,true,,20250,122,1,1,1,0,1
1505698898973,1,HTTP Request,200,OK,Thread Group 1-1133,text,true,,20250,122,1,1,1,0,1
1505698898975,1,HTTP Request,200,OK,Thread Group 1-1134,text,true,,20250,122,1,1,1,0,0
1505698898977,0,HTTP Request,200,OK,Thread Group 1-1135,text,true,,20250,122,1,1,0,0,0
1505698898978,1,HTTP Request,200,OK,Thread Group 1-1136,text,true,,20250,122,3,3,1,0,1
1505698898979,0,HTTP Request,200,OK,Thread Group 1-1137,text,true,,20250,122,2,2,0,0,0
1505698898979,2,HTTP Request,200,OK,Thread Group 1-1138,text,true,,20250,122,1,1,2,0,1
1505698898981,1,HTTP Request,200,OK,Thread Group 1-1139,text,true,,20250,122,1,1,1,0,0
1505698898982,1,HTTP Request,200,OK,Thread Group 1-1140,text,true,,20250,122,1,1,1,0,1
1505698898983,1,HTTP Request,200,OK,Thread Group 1-1141,text,true,,20250,122,1,1,1,0,1
